112,2.23606797749979
13,1.7320508075688772
247,1.4142135623730951
245,1.0
245,2.449489742783178
13,2.23606797749979
3,2.6457513110645907
13,2.0
1,2.6457513110645907
15,2.449489742783178
1,2.8284271247461903
20,2.449489742783178
2,1.7320508075688772
9,2.6457513110645907
10,2.449489742783178
18,3.605551275463989
19,2.0
20,2.0
17,2.0
18,2.0
19,2.23606797749979
243,2.449489742783178
244,2.449489742783178
115,1.7320508075688772
116,1.7320508075688772
1593,1.7320508075688772
14,24.269322199023193
796,29.0
797,26.095976701399778
798,26.720778431774775
799,13.92838827718412
1031,5.477225575051661
52,2.23606797749979
53,2.23606797749979
39,1.7320508075688772
40,1.7320508075688772
52,2.6457513110645907
319,1.7320508075688772
35,1.7320508075688772
192,1.4142135623730951
193,1.0
194,2.23606797749979
53,1.0
54,1.0
49,1.4142135623730951
61,1.7320508075688772
199,1.7320508075688772
322,1.0
45,1.4142135623730951
59,1.4142135623730951
47,2.449489742783178
33,2.23606797749979
43,1.0
44,1.0
323,1.4142135623730951
196,1.7320508075688772
52,2.23606797749979
53,1.4142135623730951
50,1.4142135623730951
45,1.4142135623730951
198,0.0
199,1.0
61,1.7320508075688772
329,2.0
336,2.23606797749979
339,2.23606797749979
73,1.7320508075688772
210,1.0
211,1.0
341,1.4142135623730951
76,1.4142135623730951
73,1.7320508075688772
340,1.4142135623730951
340,1.4142135623730951
341,1.0
71,1.4142135623730951
343,1.7320508075688772
338,2.449489742783178
345,3.4641016151377544
344,4.242640687119285
83,3.872983346207417
84,3.1622776601683795
214,2.449489742783178
215,3.0
215,1.7320508075688772
216,1.7320508075688772
813,2.23606797749979
814,3.7416573867739413
217,4.58257569495584
218,4.58257569495584
219,10.816653826391969
220,11.135528725660043
221,11.0
222,11.0
223,6.082762530298219
224,5.0
98,4.242640687119285
99,1.7320508075688772
98,1.7320508075688772
98,2.449489742783178
98,2.23606797749979
237,3.1622776601683795
238,2.6457513110645907
108,2.23606797749979
239,2.449489742783178
105,3.3166247903554
241,3.3166247903554
104,2.23606797749979
242,3.605551275463989
14,3.3166247903554
15,3.3166247903554
1,2.23606797749979
8,2.23606797749979
25,3.3166247903554
24,1.7320508075688772
118,1.0
119,1.4142135623730951
116,1.0
117,1.4142135623730951
124,1.0
119,1.7320508075688772
134,1.4142135623730951
117,1.4142135623730951
1592,0.0
254,1.4142135623730951
255,3.3166247903554
256,3.1622776601683795
144,3.1622776601683795
145,3.0
146,0.0
147,1.0
148,1.4142135623730951
138,1.7320508075688772
124,1.0
119,1.7320508075688772
274,1.4142135623730951
121,1.7320508075688772
122,1.7320508075688772
123,1.4142135623730951
139,1.7320508075688772
258,1.7320508075688772
131,2.23606797749979
256,2.0
257,0.0
258,1.0
130,0.0
131,1.0
132,1.4142135623730951
270,1.4142135623730951
259,1.4142135623730951
482,2.23606797749979
483,1.4142135623730951
390,1.4142135623730951
387,3.1622776601683795
266,3.7416573867739413
284,11.74734012447073
285,11.74734012447073
286,11.357816691600547
287,6.708203932499369
1034,5.0
177,3.7416573867739413
441,1.4142135623730951
179,1.4142135623730951
180,1.4142135623730951
304,1.0
305,1.4142135623730951
295,1.0
454,1.4142135623730951
